"ymd","year","month","day","numBlocks","difficulty","rewardPerBlock","transactionFees","difficultyChange","bitx","bitfinex","coinebase","kraken","AvgPrice","Work","revenuePerDay","revenuePerGH"
"2011-03-24",2011,3,24,152,68977,50,8.27023194,0,NA,NA,NA,NA,0.854579194,45031288917719832,6501.86944254548,0.000144385594967658
"2011-03-25",2011,3,25,173,68977,50,5.1827,0,NA,NA,NA,NA,0.877179635,51252716991878496,7592.15000164431,0.000148131659104967
"2011-03-26",2011,3,26,138,82345,50,4.5301,1,NA,NA,NA,NA,0.868289644,48807078051407128,5995.13198251628,0.000122833249230814
"2011-03-27",2011,3,27,143,82345,50,6.3202327,0,NA,NA,NA,NA,0.845921389,50575450444574056,6053.68435137439,0.000119696103507939
"2011-03-28",2011,3,28,168,82345,50,4.41,0,NA,NA,NA,NA,0.807469054,59417312410408680,6786.30099212814,0.000114214203181282
"2011-03-29",2011,3,29,163,82345,50,3.42010001,0,NA,NA,NA,NA,0.788861263,57648940017241752,6431.91727786348,0.000111570434355598
"2011-03-30",2011,3,30,156,82345,50,4.1309,0,NA,NA,NA,NA,0.786923273,55173218666808064,6141.25223074844,0.000111308572875466
"2011-03-31",2011,3,31,201,82345,50,3.92,0,NA,NA,NA,NA,0.789264499,71088570205310384,7935.20213178608,0.000111624162771434
"2011-04-01",2011,4,1,176,82345,50,3.4,0,NA,NA,NA,NA,0.781967939,62246708239475760,6883.9765541926,0.000110591816802722
"2011-04-02",2011,4,2,180,82345,50,2.74040002,0,NA,NA,NA,NA,0.787505305,63661406154009296,7089.70582455357,0.000111365837685115
"2011-04-03",2011,4,3,175,82345,50,4.2491133,0,NA,NA,NA,NA,0.782296836,61893033760842376,6848.4213828904,0.000110649308439994
"2011-04-04",2011,4,4,178,82345,50,5.67785472,0,NA,NA,NA,NA,0.694327223,62954057196742528,6183.45457380034,9.82217008583887e-05
"2011-04-05",2011,4,5,194,82345,50,5.2708,0,NA,NA,NA,NA,0.658011999,68612848854876688,6386.18463994433,9.30756373846504e-05
"2011-04-06",2011,4,6,148,92347,50,4.89030001,1,NA,NA,NA,NA,0.7164764,58701742760299552,5305.42914454608,9.03794145637221e-05
"2011-04-07",2011,4,7,147,92347,50,2.9902,0,NA,NA,NA,NA,0.753936007,58305109363270496,5543.68407089813,9.50805878153518e-05
"2011-04-08",2011,4,8,166,92347,50,4.1201,0,NA,NA,NA,NA,0.765372637,65841143906822464,6355.7462989017,9.65315290982227e-05
"2011-04-09",2011,4,9,156,92347,50,4.21,0,NA,NA,NA,NA,0.748221922,61874809936531952,5839.28100589162,9.43725081641666e-05
"2011-04-10",2011,4,10,173,92347,50,5.25368921,0,NA,NA,NA,NA,0.74167989,68617577686025824,6419.42760413537,9.3553690185754e-05
"2011-04-11",2011,4,11,163,92347,50,4.36709964,0,NA,NA,NA,NA,0.760195439,64651243715735312,6198.91267707799,9.58823422536765e-05
"2011-04-12",2011,4,12,163,92347,50,4.69552894,0,NA,NA,NA,NA,0.840142363,64651243715735312,6851.10517122919,0.000105970199140372
"2011-04-13",2011,4,13,194,92347,50,4.06059999,0,NA,NA,NA,NA,0.918875087,76946879023635888,8916.81952806908,0.000115882796563199
"2011-04-14",2011,4,14,160,92347,50,14.2031,0,NA,NA,NA,NA,0.934583571,63461343524648160,7489.94255191727,0.000118023699718998
"2011-04-15",2011,4,15,136,92347,50,2.50004348,0,NA,NA,NA,NA,1.013028236,53942141995950936,6891.12461943647,0.000127750296233207
"2011-04-16",2011,4,16,173,92347,50,3.66088576,0,NA,NA,NA,NA,1.030256982,68617577686025824,8915.49454741454,0.000129930184772906
"2011-04-17",2011,4,17,180,92347,50,2.1625,0,NA,NA,NA,NA,1.048529047,71394011465229184,9439.02886706414,0.000132210372737792
"2011-04-18",2011,4,18,148,92347,50,3.27520399,0,NA,NA,NA,NA,1.146684176,58701742760299552,8489.2185269885,0.000144616124288729
"2011-04-19",2011,4,19,154,109670,50,5.65128213,1,NA,NA,NA,NA,1.174745391,72539582622446944,9052.17832833546,0.000124789501139676
"2011-04-20",2011,4,20,144,109670,50,7.14490659,0,NA,NA,NA,NA,1.165174456,67829220114495840,8397.58114584917,0.00012380477221578
"2011-04-21",2011,4,21,147,109670,50,3.3737338,0,NA,NA,NA,NA,1.166175585,69242328866881168,8575.32491573785,0.000123845125605523
"2011-04-22",2011,4,22,176,109670,50,5.29,0,NA,NA,NA,NA,1.272912511,82902380139939360,11208.3638039832,0.000135199541738892
"2011-04-23",2011,4,23,172,109670,50,5.2712,0,NA,NA,NA,NA,1.467515246,81018235136758912,12628.3666819647,0.000155870671098278
"2011-04-24",2011,4,24,162,109670,50,6.65212226,0,NA,NA,NA,NA,1.680695513,76307872628807824,13624.8138473343,0.000178550565989579
"2011-04-25",2011,4,25,192,109670,50,8.71326592,0,NA,NA,NA,NA,1.59241939,90438960152661120,15301.1013176012,0.00016918705491276
"2011-04-26",2011,4,26,195,109670,50,5.11887739,0,NA,NA,NA,NA,1.635166283,91852068905046448,15951.2414749649,0.000173662299228717
"2011-04-27",2011,4,27,183,109670,50,9.21167893,0,NA,NA,NA,NA,1.854280214,86199633895505136,16983.7449920776,0.000197028040892448
"2011-04-28",2011,4,28,164,109670,50,6.6305,0,NA,NA,NA,NA,1.999249483,77249945130398048,16407.101784297,0.000212389817968179
"2011-04-29",2011,4,29,200,109670,50,7.42157689,0,NA,NA,NA,NA,2.484913218,94207250159022000,24867.5741545124,0.000263966670426489
"2011-04-30",2011,4,30,189,109670,50,10.33932272,0,NA,NA,NA,NA,3.139921444,89025851400275792,29704.722306925,0.00033366400702384
"2011-05-01",2011,5,1,179,157416,50,11.33184732,1,NA,NA,NA,NA,3.327733034,121023133030675520,29820.920016963,0.000246406775879818
"2011-05-02",2011,5,2,197,157416,50,4.81371355,0,NA,NA,NA,NA,3.188332166,133193057022587008,31420.4195528494,0.000235901331910424
"2011-05-03",2011,5,3,196,157416,50,4.81618089,0,NA,NA,NA,NA,3.28514839,132516950134147488,32210.2760908967,0.000243065329063868
"2011-05-04",2011,5,4,197,157416,50,6.36378725,0,NA,NA,NA,NA,3.396291592,133193057022587008,33475.0854583305,0.000251327555704752
"2011-05-05",2011,5,5,219,157416,50,9.49085224,0,NA,NA,NA,NA,3.410346332,148067408568256640,37375.6594285242,0.000252423269846684
"2011-05-06",2011,5,6,218,157416,50,7.58751661,0,NA,NA,NA,NA,3.474853769,147391301679817088,37902.2715927896,0.000257154059709208
"2011-05-07",2011,5,7,214,157416,50,6.65502296,0,NA,NA,NA,NA,3.56078577,144686874126059008,38124.104850055,0.000263493873098946
"2011-05-08",2011,5,8,219,157416,50,7.42987117,0,NA,NA,NA,NA,3.75456206,148067408568256640,41140.3504694056,0.000277848791082479
"2011-05-09",2011,5,9,239,157416,50,10.88841447,0,NA,NA,NA,NA,3.809524112,161589546337047200,45565.2928158649,0.000281981686617424
"2011-05-10",2011,5,10,183,244112,50,8.16121563,1,NA,NA,NA,NA,4.65935952,191869837052061184,42671.1656457404,0.000222396424062018
"2011-05-11",2011,5,11,191,244112,50,7.99288502,0,NA,NA,NA,NA,5.592424538,200257589491495552,53452.3539442153,0.00026691799337016
"2011-05-12",2011,5,12,169,244112,50,7.23333412,0,NA,NA,NA,NA,5.6341171,177191270283051008,47649.0429464555,0.000268913038832779
"2011-05-13",2011,5,13,207,244112,50,11.54072268,0,NA,NA,NA,NA,7.45550181,217033094370364288,77250.4856123294,0.000355938737529597
"2011-05-14",2011,5,14,242,244112,50,14.5062688,0,NA,NA,NA,NA,8.238347197,253729511292889632,99803.5087626074,0.000393346080454159
"2011-05-15",2011,5,15,220,244112,50,14.89642967,0,NA,NA,NA,NA,6.678797158,230663192084445120,73566.2589701443,0.000318933672535027
"2011-05-16",2011,5,16,247,244112,50,14.6451212,0,NA,NA,NA,NA,7.684024907,258971856567536128,95010.2410775168,0.000366874772945606
"2011-05-17",2011,5,17,257,244112,50,13.78504578,0,NA,NA,NA,NA,7.614168482,269456547116829056,97947.026654801,0.000363498410793239
"2011-05-18",2011,5,18,288,244112,50,19.64344119,0,NA,NA,NA,NA,7.14547465,301959087819637248,103035.196671062,0.000341222373583953
"2011-05-19",2011,5,19,171,434877,50,16.22203741,1,NA,NA,NA,NA,6.968028241,319395679857128512,59689.6770753494,0.000186883169810092
"2011-05-20",2011,5,20,220,434877,50,17.44287894,0,NA,NA,NA,NA,6.625223737,410918418529639040,72993.0240825949,0.000177633858184748
"2011-05-21",2011,5,21,220,434877,50,21.09099033,0,NA,NA,NA,NA,5.877406205,410918418529639040,64775.4285724351,0.00015763573899709
"2011-05-22",2011,5,22,252,434877,50,18.82072222,0,NA,NA,NA,NA,6.359361831,470688370315768320,80247.6468531177,0.000170489971526771
"2011-05-23",2011,5,23,286,434877,50,17.89042548,0,NA,NA,NA,NA,7.067517273,534193944088530752,101191.937895001,0.000189429212020852
"2011-05-24",2011,5,24,299,434877,50,21.10884931,0,NA,NA,NA,NA,7.081739991,558475487001645760,106021.500247773,0.000189840919996297
"2011-05-25",2011,5,25,307,434877,50,20.84249128,0,NA,NA,NA,NA,7.405842596,573417974948178112,113834.040058328,0.000198518436867306
"2011-05-26",2011,5,26,296,434877,50,21.20593701,0,NA,NA,NA,NA,8.509041477,552872054021696128,126114.256057177,0.000228107489137492
"2011-05-27",2011,5,27,167,567269,50,13.83792316,1,NA,NA,NA,NA,8.686804025,406885309683893888,72655.0209353539,0.000178563883252013
"2011-05-28",2011,5,28,155,567269,50,13.95017832,0,NA,NA,NA,NA,8.453705448,377648041922176960,65634.1479204644,0.000173797135519081
"2011-05-29",2011,5,29,180,567269,50,13.79916359,0,NA,NA,NA,NA,8.277721417,438559016425753856,74613.7183849856,0.000170133814584604
"2011-05-30",2011,5,30,154,567269,50,18.69512439,0,NA,NA,NA,NA,8.579893275,375211602942033856,66225.580389529,0.000176501952152477
"2011-05-31",2011,5,31,150,567269,50,19.95330875,0,NA,NA,NA,NA,8.882081721,365465847021461568,66792.8398264219,0.000182760825315914
"2011-06-01",2011,6,1,188,567269,50,24.09437364,0,NA,NA,NA,NA,9.028280221,458050528266898496,85083.3648343714,0.000185751046191993
"2011-06-02",2011,6,2,190,567269,50,23.67861874,0,NA,NA,NA,NA,10.03512803,462923406227184640,95571.3342556294,0.00020645172175357
"2011-06-03",2011,6,3,202,567269,50,26.26233617,0,NA,NA,NA,NA,12.69009804,492160673988901568,128503.261824757,0.000261100223191857
"2011-06-04",2011,6,4,224,567269,50,32.17970115,0,NA,NA,NA,NA,16.22997218,545762331552049280,182297.964070425,0.000334024452644071
"2011-06-05",2011,6,5,208,567269,50,23.68250492,0,NA,NA,NA,NA,17.44555166,506779307869760000,181846.89162702,0.00035882856462986
"2011-06-06",2011,6,6,233,567269,50,29.30295222,0,NA,NA,NA,NA,18.25516332,567690282373336960,213207.582856534,0.000375570252788509
"2011-06-07",2011,6,7,170,876954,50,29.07019952,1,NA,NA,NA,NA,19.02670106,640312857915216000,162280.069006022,0.000253438716714805
"2011-06-08",2011,6,8,185,876954,50,44.39330716,0,NA,NA,NA,NA,27.2782783,696811051260676224,253535.047262368,0.000363850496922617
"2011-06-09",2011,6,9,222,876954,50,43.33116344,0,NA,NA,NA,NA,29.53580444,836173261512811392,329127.250053521,0.000393611306654391
"2011-06-10",2011,6,10,223,876954,50,38.40760005,0,NA,NA,NA,NA,26.53310485,839939807735842048,296863.191956664,0.000353433888026922
"2011-06-11",2011,6,11,252,876954,50,35.3582706,0,NA,NA,NA,NA,19.88369362,949169648203731840,251237.592631543,0.000264691979044
"2011-06-12",2011,6,12,233,876954,50,44.3103694,0,NA,NA,NA,NA,16.62557916,877605269966148864,194424.682768069,0.000221540012830105
"2011-06-13",2011,6,13,227,876954,50,36.54969249,0,NA,NA,NA,NA,20.86007857,855005992627964800,237524.321226551,0.000277804276548391
"2011-06-14",2011,6,14,247,876954,50,36.22552882,0,NA,NA,NA,NA,19.19453781,930336917088578432,237747.874236123,0.000255550295671527
"2011-06-15",2011,6,15,279,876954,50,40.07210388,0,NA,NA,NA,NA,19.75179788,1050866396225560320,276329.076522464,0.000262953575749464
"2011-06-16",2011,6,16,180,1379192,50,31.88585283,1,NA,NA,NA,NA,19.26662503,1066261486141968512,174013.958040237,0.000163200078312749
"2011-06-17",2011,6,17,186,1379192,50,30.92216766,0,NA,NA,NA,NA,15.74630986,1101803535680034048,146927.591731517,0.000133351897115517
"2011-06-18",2011,6,18,197,1379192,50,28.33145981,0,NA,NA,NA,NA,15.86180519,1166963959833154304,156688.169217755,0.000134269930015797
"2011-06-19",2011,6,19,223,1379192,50,25.89261141,0,NA,NA,NA,NA,17.67926174,1320979507831438848,197581.53065525,0.000149571987668155
"2011-06-20",2011,6,20,234,1379192,50,20.2764328,0,NA,NA,NA,NA,14,1386139931984559104,164083.8700592,0.000118374679405043
"2011-06-21",2011,6,21,253,1379192,50,17.89533531,0,NA,NA,NA,NA,NA,1498689755521766912,NA,NA
"2011-06-22",2011,6,22,260,1379192,50,17.71723129,0,NA,NA,NA,NA,NA,1540155479982843392,NA,NA
"2011-06-23",2011,6,23,240,1379192,50,14.54556958,0,NA,NA,NA,NA,17.49,1421681981522624512,210134.402011954,0.000147806896860928
"2011-06-24",2011,6,24,216,1379192,50,16.40096242,0,NA,NA,NA,NA,NA,1279513783370362112,NA,NA
"2011-06-25",2011,6,25,143,1563027,50,23.41617735,1,NA,NA,NA,NA,NA,959995076592765184,NA,NA
"2011-06-26",2011,6,26,149,1563027,50,25.25259969,0,NA,NA,NA,NA,17.51001,1000274590295958144,130891.747773098,0.000130855816035845
"2011-06-27",2011,6,27,169,1563027,50,26.52695141,0,NA,NA,NA,NA,NA,1134539635973267968,NA,NA
"2011-06-28",2011,6,28,160,1563027,50,19.84870564,0,NA,NA,NA,NA,NA,1074120365418478592,NA,NA
"2011-06-29",2011,6,29,172,1563027,50,19.98040622,0,NA,NA,NA,NA,NA,1154679392824864512,NA,NA
"2011-06-30",2011,6,30,191,1563027,50,17.700014,0,NA,NA,NA,NA,NA,1282231186218308864,NA,NA
"2011-07-01",2011,7,1,173,1563027,50,18.66566795,0,NA,NA,NA,NA,NA,1161392645108729856,NA,NA
"2011-07-02",2011,7,2,169,1563027,50,14.73519868,0,NA,NA,NA,NA,NA,1134539635973267968,NA,NA
"2011-07-03",2011,7,3,165,1563027,50,13.34786788,0,NA,NA,NA,NA,NA,1107686626837805952,NA,NA
"2011-07-04",2011,7,4,170,1563027,50,16.00174485,0,NA,NA,NA,NA,NA,1141252888257133440,NA,NA
"2011-07-05",2011,7,5,139,1563027,50,18.80583735,0,NA,NA,NA,NA,12.82125,933142067457303296,89348.8018421237,9.57504810447439e-05
"2011-07-06",2011,7,6,157,1563027,50,17.00709649,0,NA,NA,NA,NA,14.74666667,1053980608566882048,116012.131342463,0.000110070460878978
"2011-07-07",2011,7,7,131,1690895,50,14.01481972,1,NA,NA,NA,NA,14.20841667,951380890022375040,93264.2575866367,9.80304088139118e-05
"2011-07-08",2011,7,8,165,1690895,50,13.22525411,0,NA,NA,NA,NA,14.39472222,1198304174455663360,118946.832174202,9.92626369078908e-05
"2011-07-09",2011,7,9,149,1690895,50,12.97080973,0,NA,NA,NA,NA,14.495,1082104981781174656,108175.761887036,9.99678993335527e-05
"2011-07-10",2011,7,10,137,1690895,50,12.51029136,0,NA,NA,NA,NA,15.02159259,994955587275308288,103085.833741492,0.000103608477664609
"2011-07-11",2011,7,11,157,1690895,50,14.86748074,0,NA,NA,NA,NA,14.01666667,1140204578118418944,110239.225881255,9.66837250058875e-05
"2011-07-12",2011,7,12,141,1690895,50,12.78697604,0,NA,NA,NA,NA,13.925,1024005385443930496,98349.308641357,9.60437416046599e-05
"2011-07-13",2011,7,13,191,1690895,50,14.94299643,0,NA,NA,NA,NA,13.92,1387127862551707136,133144.006510306,9.59853883011037e-05
"2011-07-14",2011,7,14,144,1690895,50,13.39252803,0,NA,NA,NA,NA,14.02528571,1045792734070397056,101169.891144,9.6739906339022e-05
"2011-07-15",2011,7,15,162,1690895,50,16.29588524,0,NA,NA,NA,NA,14.31625,1176516825829196544,116194.920967067,9.87618012901551e-05
"2011-07-16",2011,7,16,157,1690895,50,11.1504469,0,NA,NA,NA,NA,13.5,1140204578118418944,106125.53103315,9.30758681992663e-05
"2011-07-17",2011,7,17,170,1690895,50,12.13235639,0,NA,NA,NA,NA,13.45555556,1234616422166440960,114535.469855479,9.27700845372674e-05
"2011-07-18",2011,7,18,170,1690895,50,12.93738114,0,NA,NA,NA,NA,13.50775327,1234616422166440960,114990.657747399,9.3138772239575e-05
"2011-07-19",2011,7,19,142,1690895,50,14.84897984,0,NA,NA,NA,NA,13.64428571,1031267834986086016,97077.032264439,9.41336760161329e-05
"2011-07-20",2011,7,20,149,1888786,50,10.57322296,1,NA,NA,NA,NA,13.69166667,1208747284792099840,102147.681735896,8.45070619980461e-05
"2011-07-21",2011,7,21,152,1888786,50,9.00174475,0,NA,NA,NA,NA,13.83825,1233084478445632256,105295.268394287,8.53917718005963e-05
"2011-07-22",2011,7,22,151,1888786,50,13.54095816,0,NA,NA,NA,NA,13.785,1224972080561121536,104263.412108236,8.51149293626968e-05
"2011-07-23",2011,7,23,146,1888786,50,7.70811859,0,NA,NA,NA,NA,13.66,1184410091138567680,99823.2928999394,8.4281021959193e-05
"2011-07-24",2011,7,24,166,1888786,50,10.20384419,0,NA,NA,NA,NA,13.794625,1346658048828782592,114636.145704159,8.51263955269573e-05
"2011-07-25",2011,7,25,165,1888786,50,12.10683379,0,NA,NA,NA,NA,14.098275,1338545650944271872,116481.454222151,8.70209052190184e-05
"2011-07-26",2011,7,26,176,1888786,50,7.83379577,0,NA,NA,NA,NA,14.08665952,1427782027673889792,124072.955789761,8.6899087805369e-05
"2011-07-27",2011,7,27,174,1888786,50,8.88988639,0,NA,NA,NA,NA,13.96869444,1411557231904868352,121651.821734588,8.61827058690504e-05
"2011-07-28",2011,7,28,155,1888786,50,7.53972477,0,NA,NA,NA,NA,13.69520238,1257421672099164416,106241.076501615,8.44912083662863e-05
"2011-07-29",2011,7,29,164,1888786,50,7.11432307,0,NA,NA,NA,NA,13.5703125,1330433253059761152,111373.106087286,8.37119080052663e-05
"2011-07-30",2011,7,30,152,1888786,50,5.71270055,0,NA,NA,NA,NA,13.66655128,1233084478445632256,103943.862643014,8.42958162720859e-05
"2011-07-31",2011,7,31,175,1888786,50,6.80016221,0,NA,NA,NA,NA,13.44989501,1419669629789379072,117778.042805275,8.29615850997312e-05
"2011-08-01",2011,8,1,165,1888786,50,7.69590762,0,NA,NA,NA,NA,13.23388049,1338545650944271872,109281.360764205,8.16418630826024e-05
"2011-08-02",2011,8,2,154,1805700,50,7.42971882,1,NA,NA,NA,NA,12.6630778,1194353281128407296,97599.7821674498,8.17176824559304e-05
"2011-08-03",2011,8,3,157,1805700,50,8.19534382,0,NA,NA,NA,NA,10.67179279,1217619903488051712,83861.0324125898,6.88729152442052e-05
"2011-08-04",2011,8,4,129,1805700,50,7.77788215,0,NA,NA,NA,NA,10.7339669,1000464761464704896,69317.5740345502,6.92853728631757e-05
"2011-08-05",2011,8,5,140,1805700,50,6.37744951,0,NA,NA,NA,NA,10.67123079,1085775710116733952,74766.6707655728,6.88601430930284e-05
"2011-08-06",2011,8,6,122,1805700,50,24.09643181,0,NA,NA,NA,NA,8.901246341,946175975958868224,54512.0909555799,5.76130575502475e-05
"2011-08-07",2011,8,7,126,1805700,50,6.53899155,0,NA,NA,NA,NA,8.076347899,977198139105060608,50933.8029343664,5.2122288097082e-05
"2011-08-08",2011,8,8,136,1805700,50,7.94504845,0,NA,NA,NA,NA,8.000870574,1054753546970541568,54469.4872075526,5.164190949061e-05
"2011-08-09",2011,8,9,146,1805700,50,11.68800022,0,NA,NA,NA,NA,9.622802988,1132308954836022656,70358.9331358408,6.21375754694353e-05
"2011-08-10",2011,8,10,152,1805700,50,10.74649911,0,NA,NA,NA,NA,10.08422841,1178842199555311104,76748.5060676331,6.51049869919694e-05
"2011-08-11",2011,8,11,137,1805700,50,7.11131223,0,NA,NA,NA,NA,9.801588546,1062509087757089664,67210.5836966006,6.32564789054927e-05
"2011-08-12",2011,8,12,131,1805700,50,6.08149005,0,NA,NA,NA,NA,9.385122078,1015975843037801088,61529.6251374354,6.05620946197498e-05
"2011-08-13",2011,8,13,130,1805700,50,6.89250462,0,NA,NA,NA,NA,9.697740889,1008220302251252992,63102.157502381,6.25876679545932e-05
"2011-08-14",2011,8,14,132,1805700,50,10.31653556,0,NA,NA,NA,NA,10.41681016,1023731383824349184,68858.4124484374,6.72621876563004e-05
"2011-08-15",2011,8,15,129,1805700,50,9.74393646,0,NA,NA,NA,NA,11.14028435,1000464761464704896,71963.3842803527,7.19299540095711e-05
"2011-08-16",2011,8,16,147,1777774,50,9.93047003,1,NA,NA,NA,NA,11.04607494,1122432861849100032,81298.3435251408,7.24304733836905e-05
"2011-08-17",2011,8,17,136,1777774,50,6.74044315,0,NA,NA,NA,NA,10.93705283,1038441287152908928,74445.6798268292,7.16898304678704e-05
"2011-08-18",2011,8,18,144,1777774,50,5.91856628,0,NA,NA,NA,NA,10.93160831,1099526068750138880,78772.2792803297,7.16420297063737e-05
"2011-08-19",2011,8,19,131,1777774,50,7.7670445,0,NA,NA,NA,NA,11.31643344,1000263298654640256,74210.5342741098,7.4190999883654e-05
"2011-08-20",2011,8,20,152,1777774,50,5.41691304,0,NA,NA,NA,NA,11.47744349,1160610850347368704,87290.7428373068,7.52110346126618e-05
"2011-08-21",2011,8,21,160,1777774,50,5.68728636,0,NA,NA,NA,NA,11.36246682,1221695631944598784,90964.3561625613,7.44574620585092e-05
"2011-08-22",2011,8,22,169,1777774,50,7.55144943,0,NA,NA,NA,NA,11.11381213,1290416011241482496,93995.6378887742,7.28413450158162e-05
"2011-08-23",2011,8,23,155,1777774,50,6.96478529,0,NA,NA,NA,NA,11.02383994,1183517643446330112,85511.5382132534,7.22520181146173e-05
"2011-08-24",2011,8,24,134,1777774,50,8.69528835,0,NA,NA,NA,NA,10.92659306,1023170091753601408,73303.1833793398,7.16432037743658e-05
"2011-08-25",2011,8,25,135,1777774,50,5.9971543,0,NA,NA,NA,NA,10.27045976,1030805689453255168,69387.1969119127,6.7313556397536e-05
"2011-08-26",2011,8,26,147,1777774,50,4.68880866,0,NA,NA,NA,NA,10.04057602,1122432861849100032,73845.312086794,6.57904045727429e-05
"2011-08-27",2011,8,27,122,1777774,50,5.02820664,0,NA,NA,NA,NA,8.667814033,931542919357756544,52917.249161375,5.68060237072687e-05
"2011-08-28",2011,8,28,116,1777774,50,4.51282409,0,NA,NA,NA,NA,8.822662087,885729333159834112,51211.2552266041,5.78181768508313e-05
"2011-08-29",2011,8,29,138,1777774,50,5.35429164,0,NA,NA,NA,NA,8.933771939,1053712482552216448,61690.8603995067,5.85461987221449e-05
"2011-08-30",2011,8,30,146,1777774,50,9.82284288,0,NA,NA,NA,NA,8.826253993,1114797264149446272,64518.3530550922,5.7874516856047e-05
"2011-08-31",2011,8,31,155,1755425,50,5.91458926,1,NA,NA,NA,NA,8.458968755,1168639241684698880,65607.039176999,5.61396852311929e-05
"2011-09-01",2011,9,1,129,1755425,50,5.61094361,0,NA,NA,NA,NA,8.22793019,972609433402104192,53116.3161778231,5.46121745827889e-05
"2011-09-02",2011,9,2,156,1755425,50,6.83590736,0,NA,NA,NA,NA,8.440563981,1176178849695567872,65894.0979652403,5.60238759456487e-05
"2011-09-03",2011,9,3,145,1755425,50,3.82927997,0,NA,NA,NA,NA,8.539424475,1093243161576008576,61943.5272908475,5.66603382193128e-05
"2011-09-04",2011,9,4,134,1755425,50,9.87229329,0,NA,NA,NA,NA,8.241066949,1010307473456449408,55296.5067882431,5.47323544970557e-05
"2011-09-05",2011,9,5,156,1755425,50,7.1708289,0,NA,NA,NA,NA,7.672442123,1176178849695567872,59900.0663291092,5.09276853130059e-05
"2011-09-06",2011,9,6,151,1755425,50,6.52405064,0,NA,NA,NA,NA,6.807191919,1138480809641222784,51438.7094532458,4.5181885384134e-05
"2011-09-07",2011,9,7,136,1755425,50,8.13899549,0,NA,NA,NA,NA,7.067037281,1025386689478187392,48113.3720953577,4.6922173448382e-05
"2011-09-08",2011,9,8,129,1755425,50,4.66847138,0,NA,NA,NA,NA,6.867451815,972609433402104192,44327.1247090019,4.55754624484253e-05
"2011-09-09",2011,9,9,154,1755425,50,7.67312696,0,NA,NA,NA,NA,5.321509804,1161099633673829888,41016.458111145,3.53255284228839e-05
"2011-09-10",2011,9,10,133,1755425,50,5.36476482,0,NA,NA,NA,NA,5.107361914,1002767865445580288,33991.3565236192,3.38975327141294e-05
"2011-09-11",2011,9,11,125,1755425,50,5.09702161,0,NA,NA,NA,NA,5.774656198,942451001358628096,36121.0347849315,3.83266978684937e-05
"2011-09-12",2011,9,12,133,1755425,50,5.37417472,0,NA,NA,NA,NA,6.179079095,1002767865445580288,41124.0834324152,4.10105716881362e-05
"2011-09-13",2011,9,13,142,1755425,50,4.15771892,0,NA,NA,NA,NA,6.003414495,1070624337543401600,42649.2034245305,3.98358246949542e-05
"2011-09-14",2011,9,14,146,1689334,50,3.78071682,1,NA,NA,NA,NA,5.637680912,1059338769401870464,41176.3851326498,3.88698934863859e-05
"2011-09-15",2011,9,15,156,1689334,50,7.32051008,0,NA,NA,NA,NA,5.186694444,1131896219360902656,40494.1859121592,3.5775528904075e-05
"2011-09-16",2011,9,16,119,1689334,50,4.96831626,0,NA,NA,NA,NA,4.874842222,863433654512483456,29029.5309787765,3.3621032521795e-05
"2011-09-17",2011,9,17,134,1689334,50,5.15724892,0,NA,NA,NA,NA,4.905506475,972269829451031808,32892.1923004702,3.38303126396939e-05
"2011-09-18",2011,9,18,158,1689334,50,5.37796247,0,NA,NA,NA,NA,4.953057044,1146407709352709120,39155.7880024944,3.41552029727738e-05
"2011-09-19",2011,9,19,127,1689334,50,5.92737413,0,NA,NA,NA,NA,5.084615318,921479614479709184,32317.4456865969,3.50712540774374e-05
"2011-09-20",2011,9,20,140,1689334,50,6.56952256,0,NA,NA,NA,NA,5.711686615,1015804299426451072,40019.3293590729,3.93966922385235e-05
"2011-09-21",2011,9,21,146,1689334,50,5.17605015,0,NA,NA,NA,NA,5.697114512,1059338769401870464,41618.4244880244,3.92871720455612e-05
"2011-09-22",2011,9,22,148,1689334,50,3.78408626,0,NA,NA,NA,NA,5.611382009,1073850259393676800,41545.4608201599,3.86883184659447e-05
"2011-09-23",2011,9,23,133,1689334,50,4.229413,0,NA,NA,NA,NA,5.639960787,965014084455128576,37529.592957022,3.8890202289858e-05
"2011-09-24",2011,9,24,129,1689334,50,6.71538477,0,NA,NA,NA,NA,5.625931092,935991104471515648,36325.0358353723,3.88091678028098e-05
"2011-09-25",2011,9,25,137,1689334,50,3.36760959,0,NA,NA,NA,NA,5.738145604,994037064438741376,39325.6212215648,3.95615240401213e-05
"2011-09-26",2011,9,26,134,1689334,50,2.94068583,0,NA,NA,NA,NA,5.491352886,972269829451031808,36808.2126798194,3.78580220889938e-05
"2011-09-27",2011,9,27,133,1689334,50,4.67819858,0,NA,NA,NA,NA,4.897721239,965014084455128576,32592.7587518955,3.37743865886664e-05
"2011-09-28",2011,9,28,147,1468195,50,4.379026,1,NA,NA,NA,NA,4.860217493,926974022346225920,35743.8815923175,3.85597446429487e-05
"2011-09-29",2011,9,29,125,1468195,50,3.40420567,0,NA,NA,NA,NA,4.789908473,788243216280804352,29953.2337898326,3.79999893068055e-05
"2011-09-30",2011,9,30,122,1468195,50,3.60740812,0,NA,NA,NA,NA,5.030566093,769325379090065024,30704.6004722721,3.99110718387954e-05
