"ymd","year","month","day","numBlocks","difficulty","rewardPerBlock","transactionFees","difficultyChange","bitx","bitfinex","coinebase","kraken","AvgPrice","Work","revenuePerDay","revenuePerGH"
"2015-11-27",2015,11,27,133,79102380900,25,26.65176592,0,356.8334439,357.504263,356.1209974,356.468451,357.3985257,4.51863939768183e+22,1197875.39979961,2.6509648024008e-08
"2015-11-28",2015,11,28,154,79102380900,25,26.47215741,0,355.4831676,355.9937404,355.1836108,353.3521058,356.89861598,5.23210877626317e+22,1383507.54786463,2.64426373194165e-08
"2015-11-29",2015,11,29,149,79102380900,25,22.17266336,0,360.8430014,362.2449295,360.603625,359.4722781,361.9614133,5.06223511469618e+22,1356331.91310891,2.67931433917666e-08
"2015-11-30",2015,11,30,162,79102380900,25,34.29084643,0,376.8833176,377.5595649,376.2865751,375.8247961,377.22310774,5.50390663477035e+22,1540688.88600436,2.79926421039053e-08
"2015-12-01",2015,12,1,167,79102380900,25,31.25843549,0,368.2602024,367.2717309,367.480341,365.8152613,368.7227197,5.67378029633733e+22,1550943.05009494,2.73352680063438e-08
"2015-12-02",2015,12,2,161,79102380900,25,32.47262681,0,355.6478369,355.0960256,355.7609368,355.6234124,357.77186341,5.46993190245695e+22,1451649.54242888,2.65387132475422e-08
"2015-12-03",2015,12,3,142,79102380900,25,29.71151175,0,362.1500027,361.6021728,362.6560897,363.1458645,363.95026522,4.8244119885024e+22,1302836.9541125,2.70050932055023e-08
"2015-12-04",2015,12,4,153,79102380900,25,28.66553139,0,360.076074,359.9096104,361.0188695,362.1584883,362.23329187,5.19813404394977e+22,1395925.95120135,2.68543661898466e-08
"2015-12-05",2015,12,5,175,79102380900,25,31.07756174,0,374.1840049,375.4879336,375.3442575,375.6336189,375.41287866,5.94557815484451e+22,1654098.26105205,2.78206461671734e-08
"2015-12-06",2015,12,6,159,79102380900,25,30.36759062,0,394.156455,395.8937993,391.8846886,393.0364971,393.50334283,5.40198243783016e+22,1576125.53617191,2.91767985977571e-08
"2015-12-07",2015,12,7,147,93448670796,25,33.02830019,1,393.9294662,395.4639679,392.0510311,392.2251395,393.77864002,5.90006710625472e+22,1460142.34120449,2.47478937935567e-08
"2015-12-08",2015,12,8,175,93448670796,25,32.78755044,0,395.7588628,396.9549516,394.963347,394.3633214,395.62863211,7.023889412208e+22,1743846.95921206,2.48273692376355e-08
"2015-12-09",2015,12,9,168,93448670796,25,37.30535029,0,417.6126704,419.030998,415.3085618,414.9539818,416.81025048,6.74293383571968e+22,1766152.30441462,2.61926388044725e-08
"2015-12-10",2015,12,10,216,93448670796,25,35.89685418,0,415.5244784,415.7538296,415.3053026,415.5264797,422.71373011,8.66948636021101e+22,2297828.23572364,2.65047794096502e-08
"2015-12-11",2015,12,11,160,93448670796,25,43.27706332,0,432.8299696,434.1946907,433.1133034,429.8546759,433.05293218,6.42184174830445e+22,1750952.98788687,2.72655891644973e-08
"2015-12-12",2015,12,12,162,93448670796,25,36.96162758,0,434.5260189,432.6542253,432.82253,427.5219956,433.9350123,6.50211477015826e+22,1773475.74413356,2.72753681967135e-08
"2015-12-13",2015,12,13,142,93448670796,25,33.25167033,0,434.9146994,435.7697715,436.2418802,432.0046357,435.46245084,5.6993845516202e+22,1560371.55433843,2.73778956342724e-08
"2015-12-14",2015,12,14,195,93448670796,25,40.52758586,0,442.7016087,441.6241713,441.3270354,438.5818653,440.79696626,7.82661963074605e+22,2166749.64741443,2.7684361188355e-08
"2015-12-15",2015,12,15,183,93448670796,25,39.9989931,0,456.5882783,457.9536759,457.2224173,448.431022,455.57013184,7.34498149962322e+22,2102455.69972803,2.86243838712989e-08
"2015-12-16",2015,12,16,163,93448670796,25,37.38604758,0,457.2015328,456.5240247,454.9052465,454.3563145,456.50707875,6.54225128108516e+22,1877333.341273,2.86955248371568e-08
"2015-12-17",2015,12,17,155,93448670796,25,37.64708734,0,455.0115773,454.7095859,453.5538679,452.7313208,454.80791446,6.22115919366994e+22,1779502.8618111,2.86040399612624e-08
"2015-12-18",2015,12,18,169,93448670796,25,37.77548047,0,459.3145476,459.6822741,459.2726458,458.9577164,465.0166232,6.78307034664658e+22,1982261.45938792,2.92236606445916e-08
"2015-12-19",2015,12,19,157,1.0388e+11,25,35.23701085,1,462.4349081,462.5550208,462.4251014,460.7046187,462.3744332,7.00483776786503e+22,1831112.34322943,2.61406816818761e-08
"2015-12-20",2015,12,20,165,1.0388e+11,25,33.53649378,0,452.9047065,452.3868689,452.1721862,450.4724253,453.88708671,7.36177217641866e+22,1887506.01413902,2.56392885966386e-08
"2015-12-21",2015,12,21,149,1.0388e+11,25,41.10369193,0,436.8748812,436.487232,436.2829452,438.3208351,439.3222101,6.6479033593114e+22,1654532.99740446,2.48880422590234e-08
"2015-12-22",2015,12,22,150,1.0388e+11,25,39.13063975,0,438.3918882,438.4299598,437.0734854,439.3892631,439.84418691,6.6925201603806e+22,1666627.08533661,2.49028324965378e-08
"2015-12-23",2015,12,23,157,1.0388e+11,25,39.8125779,0,439.9809114,440.1140326,438.799482,441.7388641,441.46528854,7.00483776786503e+22,1750327.12870964,2.49874042299643e-08
"2015-12-24",2015,12,24,138,1.0388e+11,25,36.33612595,0,453.9856708,454.4235373,455.0709488,453.5357864,454.88948804,6.15711854755015e+22,1585897.65546875,2.57571401820704e-08
"2015-12-25",2015,12,25,162,1.0388e+11,25,29.58094326,0,455.2281685,455.2713525,455.5174771,455.6841118,456.07094243,7.22792177321105e+22,1860578.32551206,2.57415393233494e-08
"2015-12-26",2015,12,26,171,1.0388e+11,25,31.37472184,0,431.4672049,429.9410954,433.2804596,427.204489,432.05498694,7.62947298283388e+22,1860590.67420333,2.43868833193277e-08
"2015-12-27",2015,12,27,205,1.0388e+11,25,27.06454523,0,418.8391312,418.8349665,422.3217164,420.7974734,420.53632293,9.14644421918682e+22,2166630.27934905,2.3688224925748e-08
"2015-12-28",2015,12,28,151,1.0388e+11,25,31.14441685,0,424.0249669,423.9999556,425.2161897,425.9927419,425.97515341,6.7371369614498e+22,1621322.95186829,2.40654592766271e-08
"2015-12-29",2015,12,29,159,1.0388e+11,25,31.35063356,0,424.4409662,424.338865,425.3686172,427.3090156,427.28594542,7.09407137000344e+22,1711857.3181447,2.41308161260277e-08
"2015-12-30",2015,12,30,165,1.0388e+11,25,30.79767766,0,424.1975345,427.5152688,430.0869506,429.5716914,430.74039757,7.36177217641866e+22,1790069.94389575,2.43157476351921e-08
"2015-12-31",2015,12,31,142,1.0388e+11,25,25.50670682,0,423.3942398,424.0946115,427.1516337,424.2508733,427.96878922,6.33558575182697e+22,1530205.27616574,2.41525462065522e-08
"2016-01-01",2016,1,1,135,1.13354e+11,25,19.82080598,1,427.620925,432.0890018,433.2339626,432.9338575,433.11451874,6.57259854865041e+22,1470346.17959057,2.23708502612332e-08
"2016-01-02",2016,1,2,145,1.13354e+11,25,31.37600479,0,429.0255797,432.7214826,435.0264077,433.1343742,434.52018692,7.05945770040229e+22,1588769.18505115,2.25055415370024e-08
"2016-01-03",2016,1,3,145,1.13354e+11,25,24.08304879,0,423.9067145,428.2298865,431.3437076,427.4195478,430.14197313,7.05945770040229e+22,1569623.78272177,2.2234339369047e-08
"2016-01-04",2016,1,4,181,1.13354e+11,25,30.74684308,0,426.5392501,431.3790048,433.5848399,430.9296949,432.12023679,8.81215064670907e+22,1968630.40458702,2.23399540420047e-08
"2016-01-05",2016,1,5,157,1.13354e+11,25,32.27846687,0,426.4693506,431.8908338,433.3474026,431.5258588,433.14270235,7.64368868250455e+22,1714066.28909154,2.24245957716046e-08
"2016-01-06",2016,1,6,141,1.13354e+11,25,30.40324362,0,424.9277315,429.4641307,431.8999487,429.3037584,431.15442146,6.86471403970154e+22,1532927.82855999,2.23305416612319e-08
"2016-01-07",2016,1,7,147,1.13354e+11,25,37.02453793,0,442.6399775,449.5085634,449.9759125,446.9118024,448.77583291,7.15682953075267e+22,1665866.90379189,2.32766044885339e-08
"2016-01-08",2016,1,8,173,1.13354e+11,25,32.53002298,0,451.6076084,455.295908,456.2707767,455.4890329,455.95372659,8.42266332530756e+22,1986832.05270554,2.35891187379615e-08
"2016-01-09",2016,1,9,151,1.13354e+11,25,30.22393822,0,445.1327547,450.8950036,451.993489,451.8138909,451.92263184,7.35157319145342e+22,1719666.81690095,2.33918206636391e-08
"2016-01-10",2016,1,10,175,1.13354e+11,25,27.95780106,0,440.3133968,445.2800012,446.7144254,447.0350473,446.45612722,8.52003515565794e+22,1965727.48817433,2.30718236751517e-08
"2016-01-11",2016,1,11,170,1.13354e+11,25,35.90416653,0,442.5840223,448.2015848,448.9480145,449.9605943,448.6923079,8.27660557978199e+22,1923052.23191857,2.32347937011301e-08
"2016-01-12",2016,1,12,170,1.13354e+11,25,34.70749772,0,444.0634128,446.5803843,446.9234943,448.3867674,448.57101888,8.27660557978199e+22,1921995.60785504,2.32220273073066e-08
"2016-01-13",2016,1,13,148,1.13354e+11,25,34.27954249,0,428.381991,428.1158166,431.1664336,431.9044636,431.31621233,7.20551544592785e+22,1610655.30804819,2.23530893818074e-08
"2016-01-14",2016,1,14,133,1.20033e+11,25,31.82088874,1,430.3879687,430.5678533,431.904419,432.8717271,432.3593155,6.8567574913784e+22,1451352.78171173,2.11667509538822e-08
"2016-01-15",2016,1,15,122,1.20033e+11,25,35.76071656,0,403.5759313,402.8857515,399.5313791,405.0549511,405.07241064,6.28965724773057e+22,1249956.53211517,1.98732058502263e-08
"2016-01-16",2016,1,16,142,1.20033e+11,25,34.77336876,0,370.9458141,372.7297844,371.1723664,373.2483141,372.855275811111,7.32074859981754e+22,1336601.66312934,1.82577183863771e-08
"2016-01-17",2016,1,17,151,1.20033e+11,25,36.326795,0,384.9687534,385.9201755,384.0407564,388.159965,385.86125766,7.78473970825668e+22,1470643.35047196,1.889136188988e-08
"2016-01-18",2016,1,18,173,1.20033e+11,25,39.48023545,0,383.7679827,384.3059184,380.3609057,385.2418671,384.63295088,8.91894019555236e+22,1678722.91201857,1.88219998700709e-08
"2016-01-19",2016,1,19,133,1.20033e+11,25,39.67840683,0,383.2111503,383.7656371,381.063552,385.0758793,385.38099207,6.8567574913784e+22,1296683.10242065,1.89110246942682e-08
"2016-01-20",2016,1,20,152,1.20033e+11,25,46.47964248,0,393.7693948,394.2198037,391.11686,395.0182421,394.77146839,7.83629427586103e+22,1518480.41659407,1.93775318171959e-08
"2016-01-21",2016,1,21,137,1.20033e+11,25,50.3603795,0,414.1288243,414.5230133,413.2551693,414.3608313,416.24072454,7.0629757617958e+22,1446586.52240069,2.04812613151724e-08
"2016-01-22",2016,1,22,176,1.20033e+11,25,45.16359551,0,392.9081167,392.5127889,393.9636305,394.5432872,395.32271414,9.07360389836541e+22,1757274.13737333,1.93668817490469e-08
"2016-01-23",2016,1,23,179,1.20033e+11,25,38.59889347,0,387.9632213,387.9876843,390.0686816,389.1647536,389.9966417,9.22826760117845e+22,1760288.41043414,1.90749606156777e-08
"2016-01-24",2016,1,24,171,1.20033e+11,25,40.1824236,0,395.0916238,396.4157043,397.0603826,396.447209,397.66501853,8.81583106034366e+22,1715997.09844122,1.94649498917953e-08
"2016-01-25",2016,1,25,162,1.20033e+11,25,45.9839664,0,395.5147187,396.1650507,396.2517386,396.2125989,396.93592166,8.35183995190452e+22,1625843.17080757,1.94668861013891e-08
"2016-01-26",2016,1,26,160,1.20033e+11,25,47.01650631,0,392.4211662,392.8441163,393.1266932,394.2425813,395.10022506,8.24873081669582e+22,1598977.13246462,1.93845231223719e-08
"2016-01-27",2016,1,27,155,1.44116e+11,25,49.12850373,1,393.4405067,394.1061905,394.3647619,396.24073,396.00413492,9.59423575228974e+22,1553971.11343451,1.61969244195781e-08
"2016-01-28",2016,1,28,146,1.44116e+11,25,47.43453192,0,382.7906103,382.4299444,384.1681391,383.7654211,385.75043711,9.03715109570517e+22,1426286.98687375,1.57824846765213e-08
"2016-01-29",2016,1,29,169,1.44116e+11,25,46.98023086,0,374.9976437,374.9842911,376.9916843,377.4708761,377.81085796,1.04608118847546e+23,1614000.51620938,1.54290176899327e-08
"2016-01-30",2016,1,30,187,1.44116e+11,25,38.97923245,0,377.1893144,377.0659161,379.1018329,379.3600276,379.84019498,1.15749811979237e+23,1790558.79078548,1.54692155448741e-08
"2016-01-31",2016,1,31,181,1.44116e+11,25,34.55384553,0,376.3671289,375.8450565,379.5479717,378.6469926,379.4379318,1.12035914268674e+23,1730067.68107864,1.54420811609549e-08
"2016-02-01",2016,2,1,161,1.44116e+11,25,55.98834185,0,371.93626,371.3243245,373.1179575,373.8583991,375.2213666,9.96562552334611e+22,1531274.02270763,1.53655585303739e-08
"2016-02-02",2016,2,2,180,1.44116e+11,25,58.64427461,0,372.5575784,372.5647852,372.8273468,373.9916426,375.53000424,1.11416931316913e+23,1711907.70377295,1.53648793189575e-08
"2016-02-03",2016,2,3,179,1.44116e+11,25,44.727733,0,371.21817,370.9095257,371.0379013,371.1712999,372.86871192,1.10797948365152e+23,1685265.05803281,1.52102550895505e-08
"2016-02-04",2016,2,4,168,1.44116e+11,25,38.13751292,0,377.7483149,378.6272398,377.106971,379.4956889,379.08136677,1.03989135895786e+23,1606598.96095692,1.54496808451895e-08
"2016-02-05",2016,2,5,188,1.44116e+11,25,43.03457951,0,386.2011925,387.7433307,385.912346,387.7154551,387.65179165,1.16368794930998e+23,1838645.85260496,1.5800162351902e-08
"2016-02-06",2016,2,6,200,1.44116e+11,25,40.20959148,0,376.3240032,373.8907638,375.6457662,375.8403091,378.1062221,1.23796590352126e+23,1905734.60722669,1.53940799322989e-08
"2016-02-07",2016,2,7,176,1.44116e+11,25,38.93269746,0,375.1498925,373.7206896,376.5106227,375.7118805,377.5459485,1.08940999509871e+23,1675901.0555902,1.53835659956319e-08
"2016-02-08",2016,2,8,148,1.63492e+11,25,42.13873335,1,374.6209204,373.9234003,376.1179691,374.9911905,376.94012338,1.0392611917406e+23,1410562.23585403,1.35727403954299e-08
"2016-02-09",2016,2,9,176,1.63492e+11,25,41.7533383,0,372.8122828,372.9835155,371.9816648,374.7571322,374.90251186,1.23587817396179e+23,1665224.48359121,1.34740180599928e-08
"2016-02-10",2016,2,10,164,1.63492e+11,25,45.10160409,0,378.556137,378.6298228,376.0693462,377.8718002,379.12428186,1.15161375300985e+23,1571508.66888736,1.36461436378306e-08
"2016-02-11",2016,2,11,192,1.63492e+11,25,44.25502408,0,380.4850524,378.6381376,375.3652832,378.2922902,379.38271433,1.34823073523105e+23,1837826.61994221,1.36313953681472e-08
"2016-02-12",2016,2,12,171,1.63492e+11,25,39.03763903,0,380.7817222,380.4485199,379.9872741,379.9801876,382.02758124,1.20076799856515e+23,1648081.36461695,1.37252272427839e-08
"2016-02-13",2016,2,13,156,1.63492e+11,25,34.91582779,0,388.8075049,388.6062981,388.4677307,387.2036392,389.09423058,1.09543747237522e+23,1531053.04641101,1.39766356822836e-08
"2016-02-14",2016,2,14,166,1.63492e+11,25,35.15265778,0,398.0177965,399.5144632,399.0448914,396.5994704,399.34777107,1.16565782316851e+23,1671331.38547213,1.43380960711874e-08
"2016-02-15",2016,2,15,152,1.63492e+11,25,42.11669849,0,402.7080145,403.0153262,402.2994029,398.4659904,402.76452302,1.06734933205791e+23,1547468.2994545,1.44982364533915e-08
"2016-02-16",2016,2,16,138,1.63492e+11,25,42.20291344,0,404.1320412,403.8139609,402.9983844,401.8489333,404.02411473,9.69040840947314e+22,1410934.19056012,1.45601106882226e-08
"2016-02-17",2016,2,17,155,1.63492e+11,25,43.84467565,0,413.5238337,413.952253,414.1963496,412.5948436,414.33595279,1.0884154372959e+23,1623718.24252146,1.49181846093206e-08
"2016-02-18",2016,2,18,169,1.63492e+11,25,43.33919321,0,420.1781478,419.674195,419.6370451,418.9324595,419.98563592,1.18672392840649e+23,1792641.15038256,1.51057976288527e-08
"2016-02-19",2016,2,19,145,1.63492e+11,25,45.93178995,0,420.2771264,419.3477109,419.5484992,418.3951658,420.0801641,1.01819508650261e+23,1542085.6287221,1.51452864894388e-08
"2016-02-20",2016,2,20,150,1.58427e+11,25,41.35279322,1,428.5857734,431.1243695,431.0838498,428.9801439,430.04238207,1.02067374995054e+23,1630442.38646408,1.59741777090191e-08
"2016-02-21",2016,2,21,128,1.58427e+11,25,40.3175371,0,438.3628373,440.1682245,437.9496575,434.5874515,437.41248077,8.70974933291124e+22,1417355.33238545,1.62732046378158e-08
"2016-02-22",2016,2,22,127,1.58427e+11,25,45.80619995,0,435.9755774,438.4697422,436.1393277,430.2622842,434.7874251,8.64170441624788e+22,1400366.03442238,1.62047434970056e-08
"2016-02-23",2016,2,23,136,1.58427e+11,25,48.35862446,0,427.2686832,428.4298839,426.7843632,425.0111677,426.88861643,9.2541086662182e+22,1472065.04215019,1.59071510314538e-08
"2016-02-24",2016,2,24,118,1.58427e+11,25,45.99151748,0,421.4797539,422.1231396,420.9340126,419.7223101,420.87180533,8.02930016627755e+22,1260928.35871517,1.57040879354713e-08
"2016-02-25",2016,2,25,155,1.58427e+11,25,45.89148285,0,423.8621561,424.5023327,422.9474636,421.9766738,423.19984016,1.05469620828222e+23,1659320.64882683,1.57326881029501e-08
"2016-02-26",2016,2,26,140,1.58427e+11,25,42.35918186,0,424.2170808,425.5173354,423.3414328,423.3547936,424.26963346,9.52628833287167e+22,1502915.43167141,1.57765058032666e-08
