"hourlyTime","year","month","day","hour","price","volumeBTC","volumeUSD"
"16/07/10:06","16","07","10","06",646.698484848485,137.63618722,89009.1137354964
"16/07/10:07","16","07","10","07",646.744827586207,161.60988474,104520.357042398
"16/07/10:08","16","07","10","08",641.412689655172,830.76910003,532865.842932649
"16/07/10:09","16","07","10","09",643.189329896907,476.88904801,306729.947224726
"16/07/10:10","16","07","10","10",647.345505319149,542.22621307,351007.701897088
"16/07/10:11","16","07","10","11",646.42,952.65687777,615816.458928083
"16/07/10:12","16","07","10","12",644.256081081081,132.91643011,85632.218373956
"16/07/10:13","16","07","10","13",648.5734,378.8333083,245701.206797379
"16/07/10:14","16","07","10","14",648.679839572192,360.09113487,233583.85959884
"16/07/10:15","16","07","10","15",650.124736842105,378.01639045,245757.806363309
"16/07/10:16","16","07","10","16",647.751221374046,148.90232086,96451.6602024951
"16/07/10:17","16","07","10","17",650.385161290323,371.20819024,241428.298681531
"16/07/10:18","16","07","10","18",649.253559322034,274.16673001,178003.725306676
"16/07/10:19","16","07","10","19",656.679418221734,2164.47759841,1421367.89007786
"16/07/10:20","16","07","10","20",659.556772655008,1853.61848817,1222566.62779106
"16/07/10:21","16","07","10","21",655.726890459364,797.20643878,522749.699155393
"16/07/10:22","16","07","10","22",656.443497536946,640.01605235,420134.375884423
"16/07/10:23","16","07","10","23",657.056535947712,247.70176487,162754.063573617
"16/07/11:00","16","07","11","00",650.044812834225,1852.41134319,1204150.38487594
